country,spname,year,source,Introduction_code,iso3c,Reference,
Japan,Phytophthora cambivora,NA,"CABI, 2018. Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabi.org/isc/datasheet/40956",Present,JPN,"Suzui and Hoshino, 1979; CABI/EPPO, 2013",
Japan,Phytophthora melonis,1992,CAB Abstracts,NA,JPN,"Kaji, K.; Sonoda, T.; Takeuchi, M. 1992 Occurrence of fruit rot of cucumber, caused by Phytophthora melonis Katsura in the market. I. Damage and factors of the occurrence. Annual Report of the Society of Plant Protection of North Japan NA 72-73",
Japan,Phytophthora infestans,1956,CAB Abstracts,NA,JPN,"TAKASE, N. ; TAKAKUWA, M.  1956 Studies on the resistance to late blight in Potatoes. II. Field iniection of interspecific hybrid Potatoes with newly appeared strain of Phytophthora infestans. Ikushugaku Zasshi = Japanese Journal of Breeding 6 1-4 pp.",
Japan,Phytophthora infestans,1976,CAB Abstracts,NA,JPN,"Yamamoto, M.; Konno, K. 1976 On the active factor in the cell sap of germinating conidia of Phytophthora infestans. Annals of the Phytopathological Society of Japan (Nihon Shokubutsubyori Gakkai Ho) 42 83",
Japan,Phytophthora infestans,1976,CAB Abstracts,NA,JPN,"Yamamoto, M.; Matsuo, K. 1976 On the occurrence of different types of lesions caused by Phytophthora infestans on potato plants treated with the DNA fraction of cell organs from different varieties. Annals of the Phytopathological Society of Japan (Nihon Shokubutsubyori Gakkai Ho) 42 84",
Japan,Phytophthora infestans,1971,CAB Abstracts,NA,JPN,"Yamamoto, M.; Otsuka, N. 1971 Some investigations on the resistance of potato to Phytophthora infestans and the DNA of susceptible plants. Annals of the Phytopathological Society of Japan (Nihon Shokubutsubyori Gakkai Ho) 37 84-90",
Japan,Phytophthora infestans,1975,CAB Abstracts,NA,JPN,"Doke, N. 1975 Prevention of the hypersensitive reaction of potato cells to infection with an incompatible race of Phytophthora infestans by constituents of the zoospores. Physiological Plant Pathology 7 01-Jul",
Japan,Phytophthora cactorum,1987,CAB Abstracts,NA,JPN,"Mukobata, H.; Suzui, T.; Nahata, K.; Yamamoto, T. 1987 Tulip blossom blight caused by Phytophthora cactorum in Japan. Annals of the Phytopathological Society of Japan 53 291-300",
Japan,Phytophthora sojae,2012,CAB Abstracts,NA,JPN,"Yamashita, Y.; Tazawa, A.; Minami, M. 2012 Development of a method to evaluate the field resistance of soybean to Phytophthora sojae. Japanese Journal of Crop Science 81 183-189",
Japan,Phytophthora megasperma,1982,CAB Abstracts,NA,JPN,"Tsuchiya, S. 1982 Occurrence of soybean stem rot caused by Phytophthora megasperma var. sojae Hildebrand in Hokkaido. Bulletin of Hokkaido Prefectural Agricultural Experiment Stations NA 46-55",
Japan,Phytophthora megasperma,1982,CAB Abstracts,NA,JPN,"Tsuchiya, S.; Tanaka, F.; Kodama, F. 1982 Resistance of some soyabean cultivars to Phytophthora megasperma var. sojae Hildebrand and pathogenic race of isolates. Annual Report of the Society of Plant Protection of North Japan NA 69-71",
Japan,Phytophthora cryptogea,1979,CAB Abstracts,NA,JPN,"Matsumoto, N.; Sato, T. 1979 Phytophthora cryptogea Pethyb. &amp; Laff. found in alfalfa-field soil. Annals of the Phytopathological Society of Japan 45 362-368",
Japan,Phytophthora citrophthora,2007,CAB Abstracts,NA,JPN,"Uddin, A. F. M. J.; Senda, M.; Uematsu, S.; Kageyama 2007 Phylogenetic relationship of Phytophthora citrophthora isolates based on rDNA internal transcribed spacer sequence analysis. International Journal of Integrative Biology 1 150-156",
Japan,Phytophthora infestans,1971,CAB Abstracts,NA,JPN,"Yamamoto, M.; Kitami, K. 1971 Observations on invasion of potato tissue cultures by Phytophthora infestans. Annals of the Phytopathological Society of Japan (Nihon Shokubutsubyori Gakkai Ho) 37 58-62",
Japan,Phytophthora infestans,1976,CAB Abstracts,NA,JPN,"Doke, N.; Tomiyama, K. 1976 Effect on potato cell walls of the factor in Phytophthora infestans zoospores which induces cell necrosis and the mechanism of this response. Annals of the Phytopathological Society of Japan (Nihon Shokubut-subyori Gakkai Ho) 42 84-85",
Japan,Phytophthora syringae,1994,CAB Abstracts,NA,JPN,"Fujita, K.; Nakazawa, N.; Fukushima, C.; Harada, Y. 1994 Phytophthora fruit rot of apple, Japanese pear and European pear caused by Phytophthora syringae (Kleb.) Kleb. Annals of the Phytopathological Society of Japan 60 717-724",
Japan,Phytophthora nicotianae,1992,CAB Abstracts,NA,JPN,"Sekiyama, K.; Uematsu, S. 1992 Phytophthora rot of baby's breath, Gypsophila paniculata L., caused by Phytophthora nicotianae var. parasitica and its chemical control. Proceedings of the Kanto-Tosan Plant Protection Society NA 157-160",
Japan,Phytophthora ramorum,2017,CAB Abstracts,NA,JPN,"Sakoda, T.; Goto, H.; Kanno, T.; Hiyama, T.; Hirakawa, T.; Nakanishi, Y.; Hirata, T. 2017 Ramorum blight of Rhododendron sp. caused by Phytophthora ramorum intercepted in plant quarantine inspection in Japan. Research Bulletin of the Plant Protection Service, Japan NA 75-81",
Japan,Phytophthora capsici,1979,CAB Abstracts,NA,JPN,"Yamakawa, K.; Mochizuki, T.; Yasui, H. 1979 Screening cultivated and wild red peppers for Phytophthora capsici resistance and its inheritance. Bulletin of the Vegetable and Ornamental Crops Research Station, A (Yasai Shikenjo Hokoku, A) NA 29-37",
Japan,Phytophthora infestans,NA,"CABI, 2018. Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabi.org/isc/datasheet/40970",Present,JPN,"CABI, 2018. Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabi.org/isc/datasheet/40970",
Japan,Phytophthora melonis,NA,Index fungorum: http://www.indexfungorum.org,NA,JPN,"Index Fungorum Partnership (2018), http://www.indexfungorum.org/names/indexfungorumpartnership.htm",
Japan,Phytophthora castaneae,1976,CAB Abstracts,NA,JPN,"Uchida, K. 1976 Studies on the trunk rot of Japanese chestnut trees caused by Phytophthora castaneae. Bulletin of Ibaraki-ken Horticultural Experiment Station NA 48 pp.",
Japan,Phytophthora infestans,1989,CAB Abstracts,NA,JPN,"Mosa, A. A.; Kato, M.; Sato, N.; Kobayashi, K.; Ogoshi, A. 1989 Occurrence of the A2 mating type of Phytophthora infestans on potato in Japan. Annals of the Phytopathological Society of Japan 55 615-620",
Japan,Phytophthora nicotianae,2011,CAB Abstracts,NA,JPN,"Li MingZhu; Asano, T.; Suga, H.; Kageyama, K. 2011 A multiplex PCR for the detection of Phytophthora nicotianae and P. cactorum, and a survey of their occurrence in strawberry production areas of Japan. Plant Disease 95 1270-1278",
Japan,Phytophthora infestans,1976,CAB Abstracts,NA,JPN,"Yamamoto, M.; Matsuo, K. 1976 Involvement of DNA in resistance of potatoes to invasion by Phytophthora infestans. Nature, UK 259 63-64",
Japan,Phytophthora cactorum,2010,CAB Abstracts,NA,JPN,"Misawa, T.; Sinmura, A. 2010 Control effectiveness of biological soil disinfestation and some fungicides against phytophthora rot of strawberry caused by Phytophthora cactorum and its duration. Annual Report of the Society of Plant Protection of North Japan NA 80-84",
Japan,Phytophthora infestans,1955,CAB Abstracts,NA,JPN,"TAKAKUWA, M. ; TAKASE, N. ; TOMIYAMA, K.  1955 The appearance of new races of Phytophthora infestans in Japan. Annals of the Phytopathological Society of Japan 19 114-116 pp.",
Japan,Phytophthora syringae,1996,CAB Abstracts,NA,JPN,"Fujita, K. 1996 Studies on the ecology and control of Phytophthora fruit rot of apple caused by Phytophthora syringae (Kleb.) Kleb. Bulletin of the Aomori Apple Experiment Station NA 37-114",
Japan,Phytophthora vignae,1986,CAB Abstracts,NA,JPN,"Tsuchiya, S.; Yanagawa, M.; Ogoshi, A. 1986 Formae speciales differentiation of Phytophthora vignae isolates from cowpea and adzuki bean. Annals of the Phytopathological Society of Japan 52 577-584",
Japan,Phytophthora boehmeriae,1966,EPPO GD,"Present, restricted distribution",JPN,"* Anon. (1966) List of important diseases and pests of economic plants in Japan, 591 pp. Nihon, Tokyo, Japan.        ",
Japan,Phytophthora infestans,2003,CAB Abstracts,NA,JPN,"Sayama, M.; Ogawa, T.; Mukaida, Y. 2003 Characteristics of Phytophthora infestans isolates collected from potato crops in all area of Shimabara peninsula of Nagasaki prefecture in 2002. Kyushu Plant Protection Research 49 09-Dec",
Japan,Phytophthora infestans,1956,CAB Abstracts,NA,JPN,"YAMAMOTO, M. ; OZOE, M.  1956 Studies on the change of pathogenicity of Phytophthora infestans caused by passing through the Potato varieties of different susceptibility. Annals of the Phytopathological Society of Japan 21 63-67 pp.",
Japan,Phytophthora nicotianae,1988,CAB Abstracts,NA,JPN,"Matsuzaki, M. 1988 Distribution of mating types of Phytophthora nicotianae var. parasitica, causal fungus of Phytophthora rot of strawberry in Saga Prefecture. Annals of the Phytopathological Society of Japan 54 544-547",
Japan,Phytophthora capsici,1987,CAB Abstracts,NA,JPN,"Kobayashi, Y.; Yasutomo, J.; Nishio, T. 1987 Phytophthora capsici isolated from zucchini fruit imported from the United States. Research Bulletin of the Plant Protection Service, Japan NA 45-48",
Japan,Phytophthora vignae,2003,CAB Abstracts,NA,JPN,"Notsu, A.; Kondo, N.; Fujita, S.; Murata, K.; Naito, S. 2003 New race of Phytophthora vignae f. sp. adzukicola, the causal agent of Phytophthora stem rot of the adzuki bean. Journal of General Plant Pathology 69 39-41",
Japan,Phytophthora infestans,1957,CAB Abstracts,NA,JPN,"TAKASE, N. ; TAKAKUWA, M.  1957 The designation according to the international system of pathogenic races of Phytophthora infestans and of genes for resistance to late blight in Japan. Annals of the Phytopathological Society of Japan 22 79-82 pp.",
Japan,Phytophthora palmivora,2012,CAB Abstracts,NA,JPN,"Tashiro, N.; Uematsu, S.; Ide, Y.; Matsuzaki, M. 2012 First report of Phytophthora palmivora as a causal pathogen of citrus brown rot in Japan. Journal of General Plant Pathology 78 233-236",
Japan,Phytophthora nicotianae,1970,CAB Abstracts,NA,JPN,"YAMAGUCHI, Y.; SASAKI, T. 1970 Appli-catoin of immunofluorescent staining to soil sections for the detection and identification of spores of Phytophthora parasitica var. nicotianae in soil. Bulletin of the Hatano Tobacco Experiment Station 68 55-62",
Japan,Phytophthora cinnamomi,NA,"CABI, 2018. Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabi.org/isc/datasheet/40957",Present,JPN,"EPPO, 2014",
Japan,Phytophthora cinnamomi,1980,EPPO GD,"Present, no details",JPN,"* Hagiwara, H.; Koizumi, S.; Takeuchi, S.; Masago, H. (1980) Annals of the Phytopathological Society of Japan 46 (4), 442-447.        ",
Japan,Phytophthora sojae,2006,CAB Abstracts,NA,JPN,"Sugimoto, T.; Yoshida, S.; Aino, M.; Watanabe, K.; Shiwaku, K.; Sugimoto, M. 2006 Race distribution of Phytophthora sojae on soybean in Hyogo, Japan. Journal of General Plant Pathology 72 92-97",
Japan,Phytophthora cactorum,1992,EPPO GD,"Present, widespread",JPN,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
Japan,Phytophthora sojae,1982,CAB Abstracts,NA,JPN,"Tsuchiya, S.; Tanaka, F.; Kodama, F. 1982 Resistance of some soyabean cultivars to Phytophthora megasperma var. sojae Hildebrand and pathogenic race of isolates. Annual Report of the Society of Plant Protection of North Japan NA 69-71",
Japan,Phytophthora nicotianae,1972,CAB Abstracts,NA,JPN,"Uozumi, T.; Chiba, S. 1972 Studies on the method of soil disinfection for control of tobacco black shank disease caused by Phytophthora parasitica var. nicotianae. Bulletin of the Morioka Tobacco Experiment Station NA 25-37",
Japan,Phytophthora sojae,1983,CAB Abstracts,NA,JPN,"Suzui, T. 1983 Reactions of soybean cultivars to Phytophthora megasperma var. sojae isolated from Shizuoka. Annals of the Phytopathological Society of Japan 49 63-65",
Japan,Phytophthora chrysanthemi,2011,CAB Abstracts,NA,JPN,"Naher, M.; Motohash, K.; Watanabe, H.; Chikuo, Y.; Senda, M.; Suga, H.; Brasier, C.; Kageyama, K. 2011 Phytophthora chrysanthemi sp. nov., a new species causing root rot of chrysanthemum in Japan. Mycological Progress 10 21-31",
Japan,Phytophthora sojae,1996,EPPO GD,"Present, no details",JPN,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
Japan,Phytophthora capsici,1994,CAB Abstracts,NA,JPN,"Kuginuki, Y.; Kawaide, T.; Kanno, T. 1994 Screening methods for varietal differences in resistance to Phytophthora capsici Leonian in Cucurbita. Bulletin of the National Research Institute of Vegetables, Ornamental Plants and Tea. Series A: Vegetables and Ornamental Plants NA 01-Nov",
Japan,Phytophthora infestans,1998,CAB Abstracts,NA,JPN,"Kato, M.; Sato, N.; Takahashi, K.; Shimanuki, T. 1998 Yearly change of frequency and geographical distribution of A2 mating type isolates of Phytophthora infestans in Japan from 1987 to 1993. Annals of the Phytopathological Society of Japan 64 168-174",
Japan,Phytophthora drechsleri,1991,EPPO GD,"Present, no details",JPN,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
Japan,Phytophthora nicotianae,1925,CAB Abstracts,NA,JPN,"OCFEMIA, G. O.  1925 The Phytophthora disease of Eggplant in the Philippine Islands. Philippine Agriculturist 14 317-328 pp.",
Japan,Phytophthora nicotianae,1973,CAB Abstracts,NA,JPN,"Murai, T.; Ohashi, Y.; Yamada, T.; Shimizu, Y. 1973 The breeding of the flue-cured variety F202, which is resistant to Xanthomonas solanacearum, Thielaviopsis basicola and Phytophthora parasitica var. nicotianae. Bulletin of the Iwata Tobacco Experiment Station (Iwata Tobako Shikenjo Hokoku) NA 69-89",
Japan,Phytophthora melonis,1992,CAB Abstracts,NA,JPN,"Kaji, K.; Sonoda, T.; Takeuchi, M. 1992 Occurrence of fruit rot of cucumber, caused by Phytophthora melonis Katsura in the market. II. The pathogenic fungus and control. Annual Report of the Society of Plant Protection of North Japan NA 74-76",
Japan,Phytophthora cinnamomi,1980,EPPO GD,"Present, no details",JPN,"* Hagiwara, H.; Koizumi, S.; Takeuchi, S.; Masago, H. (1980) Annals of the Phytopathological Society of Japan 46 (4), 442-447.        ",
Japan,Phytophthora megasperma,2014,CAB Abstracts,NA,JPN,"Rahman, M. Z.; Uematsu, S.; Takeuchi, T.; Shirai, K.; Ishiguro, Y.; Suga, H.; Kageyama, K. 2014 Two new species, Phytophthora nagaii sp. nov. and P. fragariaefolia sp. nov., causing serious diseases on rose and strawberry plants, respectively, in Japan. Journal of General Plant Pathology 80 348-365",
Japan,Phytophthora infestans,2007,CAB Abstracts,NA,JPN,"Gotoh, K.; Akino, S.; Kato, M.; Kondo, N.; Naito, S. 2007 New multilocus genotypes of Phytophthora infestans in Japan. Journal of General Plant Pathology 73 349-352",
Japan,Phytophthora infestans,1990,EPPO GD,Detailed record NA,JPN,EPPO Reporting Service No. 02  Phytophthora infestans mating types in Japan,
Japan,Phytophthora chrysanthemi,1998,Phytothreats global occurrence database,NA,JPN, GBIF.org (2018) GBIF Occurrence Download https://doi.org/10.15468/dl.dqsr1u,
Japan,Phytophthora infestans,1957,CAB Abstracts,NA,JPN,"TAKASE, N. 1957 An additional report on the difference in phenotypic expressions between genes, R1 and R4, controlling resistance to Phytophthora infestans in potatoes. Euphytica 6 189-92",
Japan,Phytophthora nicotianae,1939,CAB Abstracts,NA,JPN,"HEMMI, T. ; KONISHI, S.  1939 Studies on the Phytophthora rot of Eggplant on the market. Annals of the Phytopathological Society of Japan 9 157-169 pp.",
Japan,Phytophthora sojae,2012,CAB Abstracts,NA,JPN,"Sugimoto, T.; Kato, M.; Yoshida, S.; Matsumoto, I.; Kobayashi, T.; Kaga, A.; Hajika, M.; Yamamoto, R.; Watanabe, K.; Aino, M.; Matoh, T.; Walker, D. R.; Biggs, A. R.; Ishimoto, M. 2012 Pathogenic diversity of Phytophthora sojae and breeding strategies to develop Phytophthora-resistant soybeans. Breeding Science 61 511-522",
Japan,Phytophthora vignae,2004,CAB Abstracts,NA,JPN,"Kondo, N.; Notsu, A.; Naito, S.; Fujita, S.; Shimada, H. 2004 Distribution of Phytophthora vignae f. sp. adzukicola races in adzuki bean fields in Hokkaido, Japan. Plant Disease 88 875-877",
Japan,Phytophthora infestans,1957,CAB Abstracts,NA,JPN,"YAMAMOTO, M.  1957 Investigations by means of phase-contrast and polarisation microscopes on the penetration of Phytophthora infestans into the suscept plants. Annals of the Phytopathological Society of Japan 22 148-152 pp.",
Japan,Phytophthora cactorum,1997,CAB Abstracts,NA,JPN,"Iijima, A. 1997 Occurrence of Phytophthora rot of apricot caused by Phytophthora cactorum (Lebert et Cohn) Schroter. Proceedings of the Kanto-Tosan Plant Protection Society NA 137-139",
Japan,Phytophthora cinnamomi,1980,CAB Abstracts,NA,JPN,"Hagiwara, H.; Koizumi, S.; Takeuchi, S.; Masago, H. 1980 Rhododendron root rot caused by Phytophthora cinnamomi Rands in Japan. Annals of the Phytopathological Society of Japan 46 442-447",
Japan,Phytophthora asiatica,2014,CAB Abstracts,NA,JPN,"Rahman, M. Z.; Mukobata, H.; Suga, H.; Kageyama, K. 2014 Phytophthora asiatica sp. nov., a new species causing leaf and stem blight of kudzu in Japan. Mycological Progress 13 759-769",
Japan,Phytophthora citrophthora,2012,CAB Abstracts,NA,JPN,"Satou, M.; Chikuo, Y.; Matsushita, Y. 2012 Phytophthora blight of southern star (Tweedia caerulea) caused by Phytophthora citrophthora. Annual Report of the Kanto-Tosan Plant Protection Society NA 79-80",
Japan,Phytophthora vignae,1989,CAB Abstracts,NA,JPN,"Tsuchiya, S. 1989 Studies on the stem rot disease of adzuki bean caused by Phytophthora vignae f.sp. adzukicola and its control. Report of Hokkaido Prefectural Agricultural Experiment Stations NA 76 pp.",
Japan,Phytophthora megasperma,1978,CAB Abstracts,NA,JPN,"Matsumoto, N.; Araki, T. 1978 Alfalfa root rot caused by Phytophthora megasperma Drechsler in Japan. Annals of the Phytopathological Society of Japan 44 214-217",
Japan,Phytophthora capsici,1990,EPPO GD,"Present, no details",JPN,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
Japan,Phytophthora chrysanthemi,2003,Phytothreats global occurrence database,NA,JPN, GBIF.org (2018) GBIF Occurrence Download https://doi.org/10.15468/dl.dqsr1u,
Japan,Phytophthora capsici,1961,CAB Abstracts,NA,JPN,"KATSURA, K.; TOKURA, R. 1961 The nuclear phenomenon of Phytophthora capsici Leonian in connection with the two types of sporangial germination. Annals of the Phytopathological Society of Japan 26 193-198",
